orgpin,accountid,description,glrollup,lineitem,predv07
3133,2107,810795-GIFT REVENUE- RELEASE FROM RESTRICTION,OTH OP REV,Contributions,Other Operating Revenue
3135,9170,Revenue: Contributions - Unrestricted,OTHER REVENUE,Contributions,Other Operating Revenue
3135,9171,Revenue: Contributions - Unrestricted: Disbursement-Life Ins,OTHER REVENUE,Contributions,Other Operating Revenue
3135,9173,Revenue: Contributions - Temp Restricted Income,OTHER REVENUE,Contributions,Other Operating Revenue
1496,5861,Unrestricted Donations,Other Operating Revenue,Contributions,Other Operating Revenue
1150,15902,INVESTMENT INCOME FCV,OTHER NON OPERATING REVENUE EXT,Other Nonoperating Rev (Exp),Other Operating Revenue
1284,4358,Not Specified,,Other Nonoperating Rev (Exp),Other Operating Revenue
1747,760,MISCELLANEOUS INCOME,Revenue,Other Nonoperating Rev (Exp),Other Operating Revenue
2036,320,INT INC OPERATING,OTHER REVENUE,Other Nonoperating Rev (Exp),Other Operating Revenue
2036,325,DONATIONS CHF,OTHER REVENUE,Other Nonoperating Rev (Exp),Other Operating Revenue
2036,334,DONATIONS DUKE ENDOW,OTHER REVENUE,Other Nonoperating Rev (Exp),Other Operating Revenue
2036,335,DONATIONS OTHER,OTHER REVENUE,Other Nonoperating Rev (Exp),Other Operating Revenue
2036,337,PERMANENTLY RESTRICTED INCOME,OTHER REVENUE,Other Nonoperating Rev (Exp),Other Operating Revenue
2036,2171,INT INC ACCTS REC-SURGI,OTHER REVENUE,Other Nonoperating Rev (Exp),Other Operating Revenue
2977,2296,MINORITY INTEREST,TOTAL OTHER REVENUE,Other Nonoperating Rev (Exp),Other Operating Revenue
2977,2297,OTHER NONPATIENT REVENUE,TOTAL OTHER REVENUE,Other Nonoperating Rev (Exp),Other Operating Revenue
2982,825,Special Event-Revenue,SPECIALEVNTS,Other Nonoperating Rev (Exp),Other Operating Revenue
2992,47260,ACNW OTHER NON-OPER REV. SPF RELEASE DONATION,SPF RELEASE DONATION OFFSET,Other Nonoperating Rev (Exp),Other Operating Revenue
2992,49725,Special Events-Auxiliary Revenue-Patron Table Sales,SALE OF INVESTMENTS,Other Nonoperating Rev (Exp),Other Operating Revenue
2992,52992,Holiday Cards-Auxiliary Revenue-Underwriting,CHC UNDERWRITING INCOME,Other Nonoperating Rev (Exp),Other Operating Revenue
2992,55094,SAF - Rec Borsheim Jul13 (inactive)-Supplemental ACH Funds (SAF) Revenue-Upper,UNREST SAF FUNDS,Other Nonoperating Rev (Exp),Other Operating Revenue
2992,63179,Other Non-Operating Revenue-Other Operating Revenue-Other Operating Income,,Other Nonoperating Rev (Exp),Other Operating Revenue
2992,65010,Operations Administration-Other Operating Revenue-Miscellaneous Income,,Other Nonoperating Rev (Exp),Other Operating Revenue
2993,2565,TRANSFER TO AFFILIATE,TRANSFER TO AFFILIATE,Other Nonoperating Rev (Exp),Other Operating Revenue
2997,1849,DCH HELP AND HOPE FUNDING,OTHER REVENUE,Other Nonoperating Rev (Exp),Other Operating Revenue
3110,1398,TIDELANDS REVENUE,R,Other Nonoperating Rev (Exp),Other Operating Revenue
3110,1399,AMEDISYS REVENUE,R,Other Nonoperating Rev (Exp),Other Operating Revenue
3110,1877,GTC HEALTHSOUTH REVENUES,R,Other Nonoperating Rev (Exp),Other Operating Revenue
3118,810,PARTNERSHIP INCOME,REVENUE,Other Nonoperating Rev (Exp),Other Operating Revenue
3133,1769,810755-GIFT REVENUE,OTH NET INC,Other Nonoperating Rev (Exp),Other Operating Revenue
3136,158,DR WESLEY,REVENUE,Other Nonoperating Rev (Exp),Other Operating Revenue
3136,162,OTHER,REVENUE,Other Nonoperating Rev (Exp),Other Operating Revenue
3136,198,JOINT VENTURE,REVENUE,Other Nonoperating Rev (Exp),Other Operating Revenue
3142,658,W and C Education Center Sales,Other Operating Revenue,Other Nonoperating Rev (Exp),Other Operating Revenue
3146,1317,UNREST MGMT FEES,Revenue,Other Nonoperating Rev (Exp),Other Operating Revenue
3146,1322,UNREST UNREALIZD G-L,Revenue,Other Nonoperating Rev (Exp),Other Operating Revenue
3150,940,GOLF CRAWFORD-FLEMING,Not Specified,Other Nonoperating Rev (Exp),Other Operating Revenue
3157,20290,PHYSICIAN BILLING REVENUE,Not Specified,Other Nonoperating Rev (Exp),Other Operating Revenue
3165,5337,Community Nursing and Parkfit Revenue,,Other Nonoperating Rev (Exp),Other Operating Revenue
3165,5343,Transportation Program Income,,Other Nonoperating Rev (Exp),Other Operating Revenue
3165,5421,Trf In Nutrition,,Other Nonoperating Rev (Exp),Other Operating Revenue
3192,14,Trans from Res Fnds-Cap,Other Operating Rev - Trans from Restr Funds CAP,Other Nonoperating Rev (Exp),Other Operating Revenue
3214,5573,PP RELEASED TO UNREST,Not Specified,Other Nonoperating Rev (Exp),Other Operating Revenue
2052,324,BABS Interest Subsidy Income,Non-Patient Revenue,Other Nonoperating Rev (Exp),Other Operating Revenue
2052,320,Other Rev Dept 9010,Non-Patient Revenue,Other Nonoperating Rev (Exp),Other Operating Revenue
2052,323,Other Rev Dept 9062,Non-Patient Revenue,Other Nonoperating Rev (Exp),Other Operating Revenue
2052,327,Other Rev Dept 9030,Non-Patient Revenue,Other Nonoperating Rev (Exp),Other Operating Revenue
3113,63289,RIU POOL REVENUE - POOL REVENUE,,Other Nonoperating Rev (Exp),Other Operating Revenue
2980,2241,CURRENT DC PENSION LIABILITY,Current Pension Liability,Accrued Employee Compensation and Benefits,Pension and Other Employee Benefit Liabilities - LT
3146,4786,ASC715 PENSION AOCI FYE CHI,Liability,Accrued Employee Compensation and Benefits,Pension and Other Employee Benefit Liabilities - LT
3196,723,PENSION LIAB,Not Specified,Accrued Employee Compensation and Benefits,Pension and Other Employee Benefit Liabilities - LT
3196,724,457F LIABILITY,Not Specified,Accrued Employee Compensation and Benefits,Pension and Other Employee Benefit Liabilities - LT
3121,2746,Net Pension Liability,(( LAWSON - DO NOT USE )),Accrued Employee Compensation and Benefits,Pension and Other Employee Benefit Liabilities - LT
3110,604,REST FB-SMITH MEDICAL CLINIC,L,Other Current Liabilities,Permantly Restricted Net Assets
3110,606,REST FB - CAR SEAT,L,Other Current Liabilities,Permantly Restricted Net Assets
3110,616,REST FB - NURSING SCHOLARSHIP,L,Other Current Liabilities,Permantly Restricted Net Assets
3218,3118,Gift Shop Fund,NO,Other Current Liabilities,Permantly Restricted Net Assets
3105,27888,RWRH Oncology Education Increase,999 3RESTFD,Other Current Liabilities,Permantly Restricted Net Assets
3222,84,ACCCRUED LIABILITY-PREPAID,Not Specified,Accrued Liabilities (Current),Prepaid Expense
3222,505,ACCCRUED LIABILITY-PREPAID,Not Specified,Accrued Liabilities (Current),Prepaid Expense
3122,603,CONTRACT PROF FEES NON PFS,PROFESSIONAL,Other Operating Revenue,Professional Fees
3157,20274,MEDICAL TRANSCRIPTS FEES,Not Specified,Other Operating Revenue,Professional Fees
3194,168,483003-OR-OHSU Support,,Other Operating Revenue,Professional Fees
3194,169,483004-OR-OHSU-Physician Recruit,,Other Operating Revenue,Professional Fees
3210,1639,Other Sources,Professional fees - BCM,Other Operating Revenue,Professional Fees
1177,242,Architect Fees,PROFESSIONAL FEES,Purchased Services,Professional Fees
1177,404,AuditingAccounting,PROFESSIONAL FEES,Purchased Services,Professional Fees
1157,1515,Registry Nursing Personnel,Professional Fees,Purchased Services,Professional Fees
1178,14122,Professional Fees-Professional IT Services-Expense Reimb,Expenses,Purchased Services,Professional Fees
1284,687,Assessment OHCA,Professional Fees,Purchased Services,Professional Fees
1284,688,Consulting Fees,Professional Fees,Purchased Services,Professional Fees
1284,697,Management Fees,Professional Fees,Purchased Services,Professional Fees
1284,851,System Support Fee,Professional Fees,Purchased Services,Professional Fees
1284,1762,Admin Fees,Professional Fees,Purchased Services,Professional Fees
1284,14449,Administration Fees,Professional Fees,Purchased Services,Professional Fees
1284,14460,Fitscript,Professional Fees,Purchased Services,Professional Fees
1975,269,HEALTHCARE LAW CONSULTATION,Professional fees,Purchased Services,Professional Fees
2950,1382,LSU Incidental Resident Expense,Prog Director Admin-Physician Serv,Purchased Services,Professional Fees
2950,1444,LSU Uncomp Care,Prog Director Admin-Physician Serv,Purchased Services,Professional Fees
2950,1469,LSU LCP Grant,Prog Director Admin-Physician Serv,Purchased Services,Professional Fees
2973,179,HDX FEES,SUPPLIES AND SERVICES,Purchased Services,Professional Fees
2990,1721,Legal-Self Insurance,EOPROFEE,Purchased Services,Professional Fees
2990,5950,Claims Paid - Specialty-Blue Medicare Advantage,ECONMEDSERV,Purchased Services,Professional Fees
2990,5974,IBNR - Specialty-Blue Medicare Advantage,ECONMEDSERV,Purchased Services,Professional Fees
2990,5986,IBNR - Hospital-Blue Medicare Advantage,ECONMEDSERV,Purchased Services,Professional Fees
2990,5992,Sub-Cap Exp - Specialty-Blue Medicare Advantage,ECONMEDSERV,Purchased Services,Professional Fees
2992,12728,PFIZER SILDENAFIL IV PATIENT CARE SUPPORT,PATIENT CARE SUPPORT,Purchased Services,Professional Fees
2992,66012,Patient Care Support-Patient Care Support,USDAG,Purchased Services,Professional Fees
2993,17206,PURCHASED SERVICES PHYSICIANS,PROF SERVICES - MEDICAL,Purchased Services,Professional Fees
2995,7515,Other Professional Fees I-C,Professional Fees,Purchased Services,Professional Fees
2995,7516,Other Professional Fees UTSW,Professional Fees,Purchased Services,Professional Fees
2995,9402,Other Professional Fees-TTRAC,Professional Fees,Purchased Services,Professional Fees
3109,1458,CONSULTATION FEES,PROF. FEES-NON PHYSICIAN,Purchased Services,Professional Fees
3127,3421,PROFEES-Contract Radiologists-Collections,PROF FEES,Purchased Services,Professional Fees
3142,895,Recruiter Fees,Professional Fees,Purchased Services,Professional Fees
3146,2587,Phys Comp Research,Affiliated Physician Groups,Purchased Services,Professional Fees
3146,2589,Phys Comp Other,Affiliated Physician Groups,Purchased Services,Professional Fees
3150,483,PROF FEES-MEDICAL,Not Specified,Purchased Services,Professional Fees
3150,486,PROF FEES-EA PROGRAM,Not Specified,Purchased Services,Professional Fees
3150,487,PROF FEES-RNFAS,Not Specified,Purchased Services,Professional Fees
3163,572,OTHER PROF FEES,EOC,Purchased Services,Professional Fees
3165,2831,SWG - Quality Committee,PURCHSERVOTH,Purchased Services,Professional Fees
3171,3380,Other Services-MWH,Other Professional Svcs,Purchased Services,Professional Fees
3173,884,Medical - Fellows and residents,Medical and Clinical Fees,Purchased Services,Professional Fees
3173,889,Settlement Fees,Other Professional fees,Purchased Services,Professional Fees
3173,892,Food services,Other Professional fees,Purchased Services,Professional Fees
3173,893,Clinical nutiriton services,Other Professional fees,Purchased Services,Professional Fees
3173,894,Other professional fees,Other Professional fees,Purchased Services,Professional Fees
3175,4692,BUDGET REDUCTIONS EXPENSE - PROF FEE,NET INCOME,Purchased Services,Professional Fees
3175,4721,SHARED SVC ALLOC - PROF FEE - PARK RIDGE HOUSING,NET INCOME,Purchased Services,Professional Fees
3175,4727,SHARED SVC ALLOC - PROF FEE - WORKERS COMP,NET INCOME,Purchased Services,Professional Fees
3175,7039,HOSPITALIST SUPPORT,NET INCOME,Purchased Services,Professional Fees
3188,2390,FEES - MANAGEMENT,PROFESSIONAL FEES,Purchased Services,Professional Fees
3188,2392,FEES - PROFESSIONAL,PROFESSIONAL FEES,Purchased Services,Professional Fees
3188,2394,FEES - REIMBURSEMENT,PROFESSIONAL FEES,Purchased Services,Professional Fees
3188,3448,PROF FEES - OTHER,FEES,Purchased Services,Professional Fees
3192,72,Consulting Fees,Professional fees,Purchased Services,Professional Fees
3194,245,620506-Prof Fees-Support Services,,Purchased Services,Professional Fees
2992,65970,Patient Care Support-Patient Care Support,PG,Purchased Services,Professional Fees
3125,1535,Professional Fees - Bank and Investment Fees,Professional Fees,Purchased Services,Professional Fees
3210,1657,Other Expense,Professional fees - BCM,Purchased Services,Professional Fees
3113,70237,RIU TUMOR REGISTRY MEDICAL FEES,Expenses,Purchased Services,Professional Fees
3214,4748,NYS CASH REC ASSESS,Professional Fees,Purchased Services,Professional Fees
3220,999,Program Director Admin,Prog Director Admin-Physician Serv,Purchased Services,Professional Fees
3228,815,PROF DIETETIC SERV,Not Specified,Purchased Services,Professional Fees
3171,5237,Professional Services-Laboratory Services - Interco-Medical Imaging of Frederick,Other Professional Svcs,Purchased Services,Professional Fees
2990,6453,Claims Paid - Hospital-Wellcare DSNP,ECONMEDSERV,Purchased Services,Professional Fees
2990,6285,Claims Paid - Hospital-Blue Medicare Adva Adv Centric,ECONMEDSERV,Purchased Services,Professional Fees
1496,4484,Auditing,Professional Fees,Purchased Services,Professional Fees
3167,470,BHI A-R Miscellaneous,Asset,Accounts Receivable - Other,Property/Plant/Equipment
3167,478,BHI CT2M Grant Receivabl,Asset,Accounts Receivable - Other,Property/Plant/Equipment
3167,484,BHI A-RFarmCtr-PACS Fees,Asset,Accounts Receivable - Other,Property/Plant/Equipment
3167,5914,BHI A-R MSG-PACS Fees,Asset,Accounts Receivable - Other,Property/Plant/Equipment
3196,124,MTSIDE INT MED A-R,Not Specified,Accounts Receivable - Other,Property/Plant/Equipment
1975,23477,OPIOID USE DISORDER PATHWAY,,Accounts Receivable - Other,Property/Plant/Equipment
3214,6476,A-R D.O.E.,BALSH,Accounts Receivable - Other,Property/Plant/Equipment
3214,6479,A-R DEPT OF ARMY,BALSH,Accounts Receivable - Other,Property/Plant/Equipment
3214,6511,A-R CUNY,BALSH,Accounts Receivable - Other,Property/Plant/Equipment
3214,6519,A-R GUPTA,BALSH,Accounts Receivable - Other,Property/Plant/Equipment
3218,828,PHA,NO,Accounts Receivable - Other,Property/Plant/Equipment
3218,38,Southview Orthopedic Center Management C,NO,Accounts Receivable - Other,Property/Plant/Equipment
3218,829,GDSC,NO,Accounts Receivable - Other,Property/Plant/Equipment
3218,25,A-R Good Neighbor House,NO,Accounts Receivable - Other,Property/Plant/Equipment
3218,44,HCAP,NO,Accounts Receivable - Other,Property/Plant/Equipment
3218,29,CLOSED US Healthworks,NO,Accounts Receivable - Other,Property/Plant/Equipment
3218,31,CLOSED A-R Opx Charges,NO,Accounts Receivable - Other,Property/Plant/Equipment
3136,1049,A-R COVID,ASSET,Accounts Receivable - Other,Property/Plant/Equipment
3184,2497,A-R-NW MEDICAL CENTER,,Accounts Receivable - Other,Property/Plant/Equipment
3135,5808,CAPITAL ASSET NET PROCEEDS,OTHER A-R,Accounts Receivable - Other,Property/Plant/Equipment
3179,10111,MCARE BAD DEBTS 2002,,Accounts Receivable - Allowance for Doubtful Accounts,Restricted Cash and Investments
3121,3432,Restricted - Cou And Kaye Browne Endowment,(( LAWSON - DO NOT USE )),Unrestricted Net Assets,Restricted Cash and Investments
3121,3436,Restricted - Eugene Griffin Hines,(( LAWSON - DO NOT USE )),Unrestricted Net Assets,Restricted Cash and Investments
3196,168,A-R GIFT SHOP,Not Specified,Accounts Receivable - Other,Retail Revenue
3177,569,RETAIL GOODS,,Other Expenses,Retail Revenue
3198,155,RETAIL SHOP,Not Specified,Other Expenses,Retail Revenue
1975,13655,BETHLEHEM RETAIL,,Other Expenses,Retail Revenue
3119,668,RETAIL SALES,2_SUPPLIES,Supplies,Retail Revenue
3126,2726,RETAIL SALES,Not Specified,Supplies,Retail Revenue
2950,2129,United- Admin Inpatient,Commercial IP Admin,Contractual Allowances,Revenue - Inpatient
2950,2175,Medicare- Admin Inpatient,Medicare IP Admin,Contractual Allowances,Revenue - Inpatient
2950,2192,Mcare Mnged Other IP Admin,Managed Medicare IP Admin,Contractual Allowances,Revenue - Inpatient
2975,172,REV DED - SP DIS IP,REV DED SP DIS,Contractual Allowances,Revenue - Inpatient
2993,1206,IP REHABILITATION MEDICAID FFS FEE FOR SERVICE,IP REHAB MDCD FFS,Contractual Allowances,Revenue - Inpatient
2993,2204,INPAT DENTAL DME MEDICARE,NPSR - IP GENERAL,Contractual Allowances,Revenue - Inpatient
2993,2229,INPAT MEDICARE MANAGED CARE POOL,NPSR-IP ALCOHOL-DETOX REHAB,Contractual Allowances,Revenue - Inpatient
2993,8134,DEN-IP MED-SURG COMMERCIAL MS FEE FOR SERVICE,NPSR-IP MED-SURG,Contractual Allowances,Revenue - Inpatient
3121,8428,CurYr IP Mcare RAC,(( LAWSON - DO NOT USE )),Contractual Allowances,Revenue - Inpatient
3121,8429,PriorYr IP Mcare RAC,(( LAWSON - DO NOT USE )),Contractual Allowances,Revenue - Inpatient
3127,4073,IPCONT-Implicit Price Concession IP,IP CONT,Contractual Allowances,Revenue - Inpatient
3136,183,INPATIENT,REVENUE,Contractual Allowances,Revenue - Inpatient
3136,184,IP CHARGES,REVENUE,Contractual Allowances,Revenue - Inpatient
3136,214,SEQUEST IP,REVENUE,Contractual Allowances,Revenue - Inpatient
3136,217,SECONDARY IP,REVENUE,Contractual Allowances,Revenue - Inpatient
3136,220,NO ABN IP,REVENUE,Contractual Allowances,Revenue - Inpatient
3136,294,UPL IP,REVENUE,Contractual Allowances,Revenue - Inpatient
3136,594,PENDING IP,REVENUE,Contractual Allowances,Revenue - Inpatient
3148,1345,MEDICARE OTHER IP,MEDICARE-IP,Contractual Allowances,Revenue - Inpatient
3148,1346,MEDICAID IP,MANAGED CARE -IP,Contractual Allowances,Revenue - Inpatient
3148,1397,BLUE CROSS IP,SELF PAY - IP,Contractual Allowances,Revenue - Inpatient
3167,3189,IP Medicare,Revenue,Contractual Allowances,Revenue - Inpatient
3167,3191,IP Tricare,Revenue,Contractual Allowances,Revenue - Inpatient
3167,3193,IP Medicaid,Revenue,Contractual Allowances,Revenue - Inpatient
3173,1335,Rehab Admits IP TRAD Othr Govt,Rehab Admits,Contractual Allowances,Revenue - Inpatient
3179,1121,BC IP SETTLEMENT,,Contractual Allowances,Revenue - Inpatient
3196,85,IP BLUE CROSS,Not Specified,Contractual Allowances,Revenue - Inpatient
3196,88,IP COMMERCIAL,Not Specified,Contractual Allowances,Revenue - Inpatient
3196,90,IP WORKERS COMP,Not Specified,Contractual Allowances,Revenue - Inpatient
3196,92,IP OTHER,Not Specified,Contractual Allowances,Revenue - Inpatient
2950,2131,Aetna- Admin Inpatient,Commercial IP Admin,Contractual Allowances,Revenue - Inpatient
2950,2137,Other PPO- Admin Inpatient,Commercial IP Admin,Contractual Allowances,Revenue - Inpatient
2950,2130,Cigna- Admin Inpatient,Commercial IP Admin,Contractual Allowances,Revenue - Inpatient
3230,388,IP WORKERS COMP,,Contractual Allowances,Revenue - Inpatient
2992,53377,Infusion Center-Ancillary Revenue-Inpatient Revenue,,Other Operating Revenue,Revenue - Inpatient
3175,5831,HOSPITAL IP REVENUE - RECLASS,NET INCOME,Other Operating Revenue,Revenue - Inpatient
3126,2436,"GERSTEN, JEFFREY, PSY.D",Not Specified,Other Operating Revenue,Revenue - Inpatient
2949,1690,GPR IP Fac,4000 GPR IP technical,Other Operating Revenue,Revenue - Inpatient
2741,947,ANCILLARY O-P-MEDICARE,GR PAT REV,Revenue - Outpatient,Revenue - Inpatient
2741,948,ANCILLARY O-P-MEDICAID,GR PAT REV,Revenue - Outpatient,Revenue - Inpatient
2741,949,ANCILLARY O-P-ANTHEM BC,GR PAT REV,Revenue - Outpatient,Revenue - Inpatient
2741,950,ANCILLARY O-P-HUMANA,GR PAT REV,Revenue - Outpatient,Revenue - Inpatient
2741,952,ANCILLARY O-P-OTHER,GR PAT REV,Revenue - Outpatient,Revenue - Inpatient
2741,954,ANCILLARY O-P-SELF PAY,GR PAT REV,Revenue - Outpatient,Revenue - Inpatient
2990,2885,Hospice Hospital I-P Rev,ROOP,Revenue - Outpatient,Revenue - Inpatient
2990,5345,Hospice Hospital I-P Rev-United Commercial,ROOP,Revenue - Outpatient,Revenue - Inpatient
3120,441,Traditional Private Coverage,Patient Revenue,Revenue - Outpatient,Revenue - Inpatient
3120,445,Traditional Medicare,Patient Revenue,Revenue - Outpatient,Revenue - Inpatient
3120,447,Traditional Medi-Cal,Patient Revenue,Revenue - Outpatient,Revenue - Inpatient
3120,459,Medi-Cal Managed Care,Patient Revenue,Revenue - Outpatient,Revenue - Inpatient
3120,465,Private Coverage Managed Care,Patient Revenue,Revenue - Outpatient,Revenue - Inpatient
3132,1443,Inpatient Revenue Outpatient Revenue,Inpatient Revenue,Revenue - Outpatient,Revenue - Inpatient
3169,1563,O-P REV NJ B-C,REVENUE,Revenue - Outpatient,Revenue - Inpatient
3169,1565,O-P REV COMMERCIAL,REVENUE,Revenue - Outpatient,Revenue - Inpatient
3169,1573,O-P REV MNGD MA,REVENUE,Revenue - Outpatient,Revenue - Inpatient
3179,903,O-P AR-ACUTE-MG-OUTS,,Revenue - Outpatient,Revenue - Inpatient
3179,911,O-P AR-ACUTE-MG,,Revenue - Outpatient,Revenue - Inpatient
3194,21,422055-Patient Rev-O-P MDCD,,Revenue - Outpatient,Revenue - Inpatient
3194,28,433055-Patient Rev-Emergency MDCD,,Revenue - Outpatient,Revenue - Inpatient
2992,659,ACH PHARMACY IN PATIENT IN PATIENT - NITRIC,IN PATIENT - NITRIC OXIDE,Accounts Receivable (Gross),Revenue - Other Patient Charges
3110,2017,TH PEDIATRICS A/R,A,Accounts Receivable (Gross),Revenue - Other Patient Charges
1178,13435,Suspense-Epic-Epic-PB,Outpatient Net Revenue,Contractual Allowances,Revenue - Outpatient
2993,2294,AMB ADMINISTRATION WRITE OFF,NPSR - OP GENERAL,Contractual Allowances,Revenue - Outpatient
2993,3252,AMB ADMINISTRATIVE COURTESY WRITE OFF,NPSR - OP GENERAL,Contractual Allowances,Revenue - Outpatient
3118,438,MEDICAID OUTPATIENT CONTRACTUA,REVENUE,Contractual Allowances,Revenue - Outpatient
3136,443,OUTPATIENT,REVENUE,Contractual Allowances,Revenue - Outpatient
3136,444,OP CHARGES,REVENUE,Contractual Allowances,Revenue - Outpatient
3146,906,O-P CELTICARE COMMERCIAL,Revenue,Contractual Allowances,Revenue - Outpatient
3148,50,MEDICARE OP,MEDICARE-OP,Contractual Allowances,Revenue - Outpatient
3148,57,MEDICARE PRIMARY CARE INCENTIV,MEDICARE-OP,Contractual Allowances,Revenue - Outpatient
3148,114,BLUE CROSS OP,SELF PAY - OP,Contractual Allowances,Revenue - Outpatient
3148,189,MEDICARE ER,MEDICARE-EMERGENCY,Contractual Allowances,Revenue - Outpatient
3150,418,SELF PAY OUTPATIENT,Not Specified,Contractual Allowances,Revenue - Outpatient
3150,419,HMO PPO MGD CARE OP,Not Specified,Contractual Allowances,Revenue - Outpatient
3150,420,PRIVATE INSURANCE OP,Not Specified,Contractual Allowances,Revenue - Outpatient
3150,421,WORKERS COMP OUTPATIENT,Not Specified,Contractual Allowances,Revenue - Outpatient
3150,422,MCRE TRADITIONAL OP,Not Specified,Contractual Allowances,Revenue - Outpatient
3150,423,MCRE MGD CARE OP,Not Specified,Contractual Allowances,Revenue - Outpatient
3150,424,MCAL TRADITIONAL OP,Not Specified,Contractual Allowances,Revenue - Outpatient
3150,425,MCAL MGD CARE OP,Not Specified,Contractual Allowances,Revenue - Outpatient
3150,426,OTHER GOVT OUTPATIENT,Not Specified,Contractual Allowances,Revenue - Outpatient
3150,437,PRIVATE INSURANCE ER,Not Specified,Contractual Allowances,Revenue - Outpatient
3167,3213,OP MCR,Revenue,Contractual Allowances,Revenue - Outpatient
3179,1054,OP CHARGES,,Contractual Allowances,Revenue - Outpatient
3179,1089,OP CHARGES,,Contractual Allowances,Revenue - Outpatient
3179,1126,OP CHARGES,,Contractual Allowances,Revenue - Outpatient
3184,1843,OTHER SELF PAY,,Contractual Allowances,Revenue - Outpatient
3196,56,OP WORKERS COMP,Not Specified,Contractual Allowances,Revenue - Outpatient
3196,62,OP OTHER,Not Specified,Contractual Allowances,Revenue - Outpatient
3196,95,OP BLUE CROSS,Not Specified,Contractual Allowances,Revenue - Outpatient
3196,96,OP MEDICAID,Not Specified,Contractual Allowances,Revenue - Outpatient
3196,100,OP WORKERS COMP,Not Specified,Contractual Allowances,Revenue - Outpatient
3196,102,OP OTHER,Not Specified,Contractual Allowances,Revenue - Outpatient
3196,103,ER MEDICARE,Not Specified,Contractual Allowances,Revenue - Outpatient
3196,104,ER BLUE CROSS,Not Specified,Contractual Allowances,Revenue - Outpatient
3196,105,ER MEDICAID,Not Specified,Contractual Allowances,Revenue - Outpatient
3196,106,ER HMO-PPO,Not Specified,Contractual Allowances,Revenue - Outpatient
3196,109,ER WORKERS COMP,Not Specified,Contractual Allowances,Revenue - Outpatient
3196,1203,OP BLUE CROSS,Not Specified,Contractual Allowances,Revenue - Outpatient
3196,1208,OP MEDICAID,Not Specified,Contractual Allowances,Revenue - Outpatient
3200,554,OP MEDICAID MCO,Not Specified,Contractual Allowances,Revenue - Outpatient
3200,564,OP ANCILLARY CT,Not Specified,Contractual Allowances,Revenue - Outpatient
3230,63,OP OTHER,,Contractual Allowances,Revenue - Outpatient
3230,391,OP WORKERS COMP,,Contractual Allowances,Revenue - Outpatient
3230,392,OP SELF PAY,,Contractual Allowances,Revenue - Outpatient
3184,2476,OP MGD CARE CANCELLED PROCEDURE,,Contractual Allowances,Revenue - Outpatient
1150,15835,P4P REVENUE,OUTPATIENT,Other Operating Revenue,Revenue - Outpatient
1150,15836,MACRA REVENUE,OUTPATIENT,Other Operating Revenue,Revenue - Outpatient
1150,15837,OTHER PSR,OUTPATIENT,Other Operating Revenue,Revenue - Outpatient
1284,14181,Revenue Private,Patient Revenue,Other Operating Revenue,Revenue - Outpatient
2988,36,Outpatient Pharmacy Revenue,22 - OSU OP Pharmacy Revenue,Other Operating Revenue,Revenue - Outpatient
2990,2862,Medicare - PPS Revenue,ROOP,Other Operating Revenue,Revenue - Outpatient
2990,5376,Medicare - PPS Revenue-Medicare,ROOP,Other Operating Revenue,Revenue - Outpatient
2990,5377,Medicare - PPS Revenue-Medicare Other,ROOP,Other Operating Revenue,Revenue - Outpatient
2992,51520,5D Progressive Care-Routine Revenue-Outpatient Revenue,,Other Operating Revenue,Revenue - Outpatient
3121,8453,PriorYr OP Mcaid DSH,(( LAWSON - DO NOT USE )),Other Operating Revenue,Revenue - Outpatient
3122,587,CLIENT,OUTPATIENT,Other Operating Revenue,Revenue - Outpatient
3136,169,OUTPATIENT REVENUE,REVENUE,Other Operating Revenue,Revenue - Outpatient
3163,462,VENDING REVENUE,ROC,Other Operating Revenue,Revenue - Outpatient
3163,464,EPISODES OF CARE,ROC,Other Operating Revenue,Revenue - Outpatient
3175,5860,HOSPITAL OP REVENUE - 340B,NET INCOME,Other Operating Revenue,Revenue - Outpatient
3175,5862,HOSPITAL OP REVENUE - RECLASS,NET INCOME,Other Operating Revenue,Revenue - Outpatient
3198,230,BMPG PRO FEES REV,Not Specified,Other Operating Revenue,Revenue - Outpatient
3126,2494,OTHER OP REV,Not Specified,Other Operating Revenue,Revenue - Outpatient
2989,1003,Pharmacy revenue - non Epic,Outpatient,Other Operating Revenue,Revenue - Outpatient
2741,943,ANCILLARY I-P-COMM,GR PAT REV,Revenue - Inpatient,Revenue - Outpatient
2982,1440,Distributed Supply Rev-In,INPTSVCS,Revenue - Inpatient,Revenue - Outpatient
3120,450,Mental Health,Patient Revenue,Revenue - Inpatient,Revenue - Outpatient
3120,454,Sheriffs (Detention Care),Patient Revenue,Revenue - Inpatient,Revenue - Outpatient
3163,295,I-P-PPOS,ROC,Revenue - Inpatient,Revenue - Outpatient
3163,297,I-P-COMMERCIAL,ROC,Revenue - Inpatient,Revenue - Outpatient
3163,298,I-P-MEDICAID,ROC,Revenue - Inpatient,Revenue - Outpatient
3163,300,I-P-TENNCARE-AMERIGROUP,ROC,Revenue - Inpatient,Revenue - Outpatient
3163,302,I-P-TENNCARE-BLUE CROSS B-S,ROC,Revenue - Inpatient,Revenue - Outpatient
3163,304,I-P-TNCARE-AMERCHOICE,ROC,Revenue - Inpatient,Revenue - Outpatient
